제목,본문,URL,날짜,요약
"일본 IT기업 ISFNET, 영진전문대에 8년째 장학금 기탁…누적 1억5천만 원 돌파","글로벌 주문식교육 협약 기반…졸업생 104명 일본 본사 취업 ""유학생도 함께 성장""…네팔 유학생 연계 교육까지 확대 일본의 ISFNET 와타나베 유키요시 회장(왼쪽)이 최재영 영진전문대 총장에게 장학금을 전달하고 있다. 영진전문대 제공 영진전문대학교(총장 최재영)가 일본 유수의 IT기업으로부터 8년째 장학금을 기탁받으며 글로벌 IT인재 양성에 한층 박차를 가하고 있다. 도쿄 본사를 둔 IT전문기업 ㈜ISFNET은 지난 15일 영진전문대를 방문해 장학금 2천만원을 전달했다. 이로써 2018년 첫 기탁 이후 누적 장학금은 1억5천만원을 넘어섰다. 장학금 전달식은 이날 오후 총장실에서 열렸으며, 와타나베 유키요시 ISFNET 회장을 비롯해 모또무라 부사장, 허옥인 한국법인 대표, 김성은 국제협력본부장 등이, 대학에선 최재영 총장, 류용희 컴퓨터정보계열 부장 등이 참석했다. 와타나베 회장은 장학금 전달에 이어 글로벌네트워크반 유학생 및 협약반 2학년을 대상으로 회사 설명회를 열었고, 내년도 졸업 예정자들과 간담회를 통해 진로 상담을 진행했다. ISFNET은 일본 내 클라우드, IT 인프라 구축, 솔루션 분야에서 선도적 위치를 차지한 글로벌 기업으로, 한국을 포함해 중국과 싱가포르, 인도 등 다수의 해외 지사를 운영 중이다. 2017년 일본 현지에서 근무 중인 영진전문대 졸업생들의 뛰어난 실무 역량을 직접 확인한 ISFNET은 대구를 방문해 '국제연계 주문식교육 협약'을 체결했다. 이 협약을 통해 일본어(JLPT 2급) 및 시스코(Cisco) 자격을 갖춘 학생에게는 취업을 보장하고, 대학은 이에 맞춘 '일본네트워크 주문반'을 2018년 개설해 실무 중심 교육을 진행해왔다. 그 결과 2019년부터 현재까지 104명의 졸업생(올해 졸업자 12명 포함)이 ISFNET 일본 본사에 취업했다. 와타나베 회장은 ""영진 학생들은 회사에서 성실하게 근무하고 있어 매우 만족스럽다""며 ""올해부터 함께하게 된 네팔 유학생들의 교육도 잘 부탁드린다""고 했다. 이에 최재영 총장은 ""학생들을 최선을 다해 교육해 기업과 함께 성장할 수 있는 인재로 키우겠다""며 ""꾸준한 장학금 기탁과 지속적인 방문에 깊이 감사드린다""고 화답했다.",https://www.imaeil.com/page/view/2025041616342671463,2025-04-16,"영진전문대가 일본 IT기업 ISFNET으로부터 8년째 장학금을 받아 글로벌 IT인재 양성에 힘쓰고 있습니다. 이로써 누적 장학금은 1억5천만원을 돌파했으며, 총장과 회장이 참석한 장학금 전달식이 열렸습니다. ISFNET은 협약을 통해 졸업생 104명이 일본 본사에 취업하며, 네팔 유학생까지 교육을 확대하고 있습니다.회장과 총장은 향후 학생들을 기업과 함께 성장할 수 있는 인재로 키우기 위한 노력을 다짐했습니다."
"일본 IT기업 'ISFNET', 영진전문대에 8년째 장학금 기탁","일본 IT기업 아이에스에프넷(ISFNET)이 대구 소재 영진전문대학교(총장 최재영)에 8년째 장학금을 기탁해 화제다. 영진전문대학교은 15일 와타나베 유키요시 ISFNET 회장 일행이 학교를 방문, 장학금 2000만원을 전달했다고 밝혔다. ISFNET은 지난 2018년부터 올해까지 8년간 장학금 기탁을 이어오고 있다. 그동안 기탁한 장학금 누계는 1억5000만원에 달한다. 도쿄에 본사를 둔 ISFNET은 주로 클라우드, 솔루션, IT 인프라 구축사업을 펼치고 있다. 한국을 비롯해 중국, 싱가포르, 인도 등 해외에도 지사를 두고 있다. ISFNET은 지난 2017년 일본 현지에서 근무 중인 영진전문대 졸업생들의 우수한 역량에 주목하며 직접 대구를 방문, 컴퓨터정보계열과 '국제연계 주문식교육 협약'을 체결한바 있다. 이 협약을 통해 일본어 능력(JLPT 2급)과 시스코(Cisco) 자격을 갖춘 학생에게는 취업을 보장하는 파격 조건을 제시했고, 대학은 2018년 '일본네트워크 주문반'을 개설, 기업 맞춤형 인재 양성에 나섰다. 그 결과, 2019년 17명을 시작으로 2025년 2월 졸업자 12명을 포함해 지금까지 총 104명이 이 회사에 취업했다. 와타나베 회장은 “영진전문대 학생들이 회사에서 매우 성실하고 능력 있게 근무하고 있어 만족하고 있다”며 “특히 올해부터 함께하는 네팔 유학생 교육도 잘 부탁드린다”고 말했다. 최재영 총장은 “학생들을, 최선을 다해 교육하여, 기업과 함께 성장할 수 있는 우수 인재로 키우겠다”며 “매년 방문해 지속적인 장학금 기탁을 이어가는 데 깊이 감사드린다”고 화답했다. 한편, 장학금 전달식에는 와타나베 회장을 비롯해 모또무라 부사장, 허옥인 한국법인 대표, 김성은 국제협력본부장과 함께 최재영 영진전문대학교 총장, 류용희 컴퓨터정보계열 부장 등이 참석했다. 대구=정재훈 기자 jhoon@etnews.com",https://www.etnews.com/20250416000428,2025-04-16,"일본 IT기업 ISFNET이 대구 소재 영진전문대학교에 8년째 장학금 2000만원을 기탁했다. 이로써 총 장학금 기탁액은 1억5000만원에 이른다. ISFNET은 클라우드, 솔루션, IT 인프라 구축사업을 주로 하며, 대구 대학과의 협약을 통해 졸업생 104명이 취업하고 있다. 와타나베 회장은 학생들의 역량을 높이 평가하고, 네팔 유학생 교육에도 관심을 보였다. 최재영 총장은 기업과 함께 우수 인재를 양성하겠다고 밝혔다."
영진전문대 일본 IT기업으로부터 8년째 장학금 기탁 받아,"[베리타스알파=박소현 기자] 영진전문대는 일본 IT전문기업 ISFNET 회장 일행이 15일 교내를 방문해 장학금 2000만원을 전달했다고 16일 밝혔다. 2018년 첫 기탁 이후 올해로 8년째 이어진 이 회사의 장학금 총액은 누계 1억5000만원을 돌파했다. 이날 오후 총장실에서 열린 장학금 전달식에는 ISFNET의 와타나베 유키요시 회장을 비롯해 모또무라 부사장, 허옥인 한국법인 대표, 김성은 국제협력본부장과 함께 영진전문대 최재영 총장, 류용희 컴퓨터정보계열 부장 등이 참석했다. 도쿄에 본사를 둔 ISFNET은 일본 전역을 대상으로 클라우드, 솔루션, IT 인프라 구축 등의 분야에서 최대 규모의 사업을 펼치고 있으며, 한국을 비롯해 중국, 싱가포르, 인도 등 해외에도 지사를 두고 있는 글로벌 네트워크 전문기업이다. ISFNET은 지난 2017년, 일본 현지에서 근무 중인 영진전문대 졸업생들의 우수한 역량에 주목하며 직접 대구를 방문, 컴퓨터정보계열과 '국제연계 주문식교육 협약'을 체결했다. 이 협약을 통해 일본어 능력(JLPT 2급)과 시스코(Cisco) 자격을 갖춘 학생에게는 취업을 보장하는 파격 조건을 제시했고, 대학은 2018년 '일본네트워크 주문반'을 개설, 기업 맞춤형 인재 양성에 나섰다. 그 결과, 2019년 17명을 시작으로 2025년 2월 졸업자 12명을 포함해 지금까지 총 104명이 이 회사에 취업했다. 와타나베 회장은 이번 방문에서 글로벌네트워크반(해외 유학생) 및 협약반 2학년생을 대상으로 회사 설명회를, 내년도 졸업 예정인 협약반 3학년생들과는 간담회를 가졌다. 장학금 전달식에서 와타나베 회장은 ""영진 학생들이 회사에서 매우 성실하고 능력 있게 근무하고 있어 만족하고 있다""며 ""특히 올해부터 함께하는 네팔 유학생 교육도 잘 부탁드린다""고 말했다. 이에 최재영 총장은 ""학생들을, 최선을 다해 교육해, 기업과 함께 성장할 수 있는 우수 인재로 키우겠다""며 ""매년 방문해 지속적인 장학금 기탁을 이어가는 데 깊이 감사드린다""고 화답했다.",http://www.veritas-a.com/news/articleView.html?idxno=550151,2025-04-16,"일본 IT전문기업 ISFNET이 영진전문대에 2000만원의 장학금을 기탁하여 누적 장학금이 1억5000만원을 돌파했다. ISFNET은 한국뿐만 아니라 중국, 싱가포르, 인도 등에도 지사를 두고 글로벌 네트워크 전문기업으로 활동하고 있으며, 올해로 8년째 협약을 이어가고 있다. 지난 2017년부터 협약을 통해 졸업생들을 채용해와 이 회사에 취업한 학생 수는 총 104명에 이른다. 와타나베 회장은 학생들의 능력을 칭찬하며 앞으로도 지속적인 교류를 희망했고, 최재영 총장은 우수 인재 양성에 최선을 다할 것을 약속했다."
"영진전문대, 대구 특성화·마이스터고와 손잡고 고교생 맞춤형 고용서비스","영진전문대와 15개 특성화·마이스터고교가 '2025년 고교생 맞춤형 고용서비스' 제공을 위한 업무협약을 체결하고 관계자들이 기념촬영을 하고 있다.(사진=영진전문대) 영진전문대학교(총장 최재영)가 대구지역 15개 특성화·마이스터고와 손잡고 고등학생 맞춤형 고용서비스를 본격적으로 가동한다. 영진전문대는 최근 대학 본관 대회의실에서 대구지역 특성화고교·마이스터고교 등 15개 학교와 '2025년 고교생 맞춤형 고용서비스' 제공을 위한 업무협약(MOU)을 체결했다고 14일 밝혔다. 이번 협약은 고교 단계부터 실질적인 진로 설계와 취업 지원이 가능하도록 대학교와 고등학교 간 유기적이고 지속적인 협력체계를 구축하고자 마련됐다. 특히 지역 기반의 일자리 생태계를 강화하고, 청년 고용 확대에 기여하겠다는 지역 상생의 의지가 반영됐다. 협약에 따라 영진전문대와 고등학교들은 ▲진로탐색 및 경력개발 프로그램 운영 ▲직업교육 및 취업정보 공유 ▲고교생 대상 취업역량 강화 프로그램 추진 ▲지역사회 기반 고용 활성화를 위한 공동 협력 등을 약속했다. 이번 협약에 참여한 고등학교는 ▲경북공업고등학교 ▲경북기계공업고등학교 ▲경북여자상업고등학교 ▲경상공업고등학교 ▲대구공업고등학교 ▲대구과학기술고등학교 ▲대구관광고등학교 ▲대구농업마이스터고등학교 ▲대구반도체마이스터고등학교 ▲대구보건고등학교 ▲대구여자상업고등학교 ▲대구일마이스터고등학교 ▲대구제일여자상업고등학교 ▲대구하이텍고등학교 ▲대중금속고등학교(가나다순) 등이다. 최재영 총장은 ""이번 협약은 고등학생들이 자신의 진로를 체계적으로 설계하고, 실질적인 취업역량을 키울 수 있는 기반이 될 것""이라며 ""영진전문대는 청년 고용 플랫폼의 역할을 한층 더 강화하고, 지역사회와 함께 청년 인재를 육성하는 데 최선을 다하겠다""고 밝혔다. 영진전문대는 이번 협약을 계기로 고교생을 위한 '맞춤형 취업 상담', '진로·취업 연계 프로그램', '직무 체험 중심의 실습 교육', '취업캠프' 등 실효성 높은 다양한 고용지원 프로그램을 운영할 계획이다. 이번 협약은 단순한 일회성 행사가 아닌 고등학생과 지역 산업을 연결하는 실질적이고 지속 가능한 진로·취업 지원 시스템 구축의 시발점으로 평가된다.",https://www.newsfreezone.co.kr/news/articleView.html?idxno=620532,2025-04-14,"영진전문대와 대구지역 15개 특성화·마이스터고교가 '2025년 고교생 맞춤형 고용서비스'를 위한 업무협약을 체결했다. 협약은 고교생의 진로 설계와 취업 지원을 강화하고 지역 일자리 생태계를 활성화하는데 목적이 있다. 이를 위해 영진전문대와 고등학교들은 진로탐색, 취업정보 공유, 취업역량 강화 프로그램 추진, 지역사회 기반 고용 활성화 등을 약속했다. 이를 통해 고등학생들에게 맞춤형 취업 상담, 진로·취업 연계 프로그램, 직무 체험 중심의 실습 교육, 취업캠프 등을 제공할 예정이다."
"日 IT기업, 영진전문대에 8년째 장학금 기탁 - 대구신문","ISFNET 와타나베 유키요시 회장(왼쪽서 넷째)이 15일 영진전문대에 장학금을 기탁했다. 영진전문대가 일본의 유수 IT기업으로부터 8년째 장학금을 기탁받으며 글로벌 IT인재 양성에 더욱 탄력을 받고 있다. 16일 영진전문대에 따르면 일본 IT전문기업 ㈜ISFNET 회장 일행이 15일 교내를 방문해 장학금 2천000만 원을 전달했다. 2018년 첫 기탁 이후 올해로 8년째 이어진 이 회사의 장학금 총액은 누계 1억 5천만 원을 돌파했다. 도쿄에 본사를 둔 ISFNET은 일본 전역을 대상으로 클라우드, 솔루션, IT 인프라 구축 등의 분야에서 최대 규모의 사업을 펼치고 있으며, 한국을 비롯해 중국, 싱가포르, 인도 등 해외에도 지사를 두고 있는 글로벌 네트워크 전문기업이다. ISFNET은 지난 2017년, 일본 현지에서 근무 중인 영진전문대 졸업생들의 우수한 역량에 주목하며 직접 대구를 방문, 컴퓨터정보계열과 ‘국제연계 주문식교육 협약’을 체결했다. 이 협약을 통해 일본어 능력(JLPT 2급)과 시스코(Cisco) 자격을 갖춘 학생에게는 취업을 보장하는 파격 조건을 제시했고, 대학은 2018년 ‘일본네트워크 주문반’을 개설, 기업 맞춤형 인재 양성에 나섰다. 그 결과, 2019년 17명을 시작으로 2025년 2월 졸업자 12명을 포함해 지금까지 총 104명이 이 회사에 취업했다. 와타나베 회장은 이번 방문에서 글로벌네트워크반(해외 유학생) 및 협약반 2학년생을 대상으로 회사 설명회를, 내년도 졸업 예정인 협약반 3학년생들과는 간담회를 가졌다. 와타나베 회장은 “영진 학생들이 회사에서 매우 성실하고 능력 있게 근무하고 있어 만족하고 있다”며 “특히 올해부터 함께하는 네팔 유학생 교육도 잘 부탁드린다”고 말했다. 남승현기자 namsh2c@idaegu.co.kr",https://www.idaegu.co.kr/news/articleView.html?idxno=506933,2025-04-16,"일본 IT기업 ISFNET은 영진전문대에 2천000만 원의 장학금을 기탁했다. 이로써 ISFNET의 장학금 총액은 1억 5천만 원을 돌파했으며, 회사는 일본뿐만 아니라 중국, 싱가포르, 인도 등 전 세계에서 사업을 전개하고 있는 글로벌 네트워크 전문기업이다. 영진전문대와의 협약을 통해 지금까지 104명의 졸업생이 ISFNET에 취업하며, 회장은 영진 학생들의 능력을 높이 평가하고 네팔 유학생 교육도 지원할 의향을 밝혔다."
"일본 IT 기업, 영진전문대에 장학금 전달…누적 1억5천만원","viewer 와타나베 유키요시(왼쪽) ISFNET 회장이 최재영 영진전문대 총장에게 장학금을 전달하고 있다. 사진제공=영진전문대 < 저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지 > 영진전문대학교는 일본 전자정보(IT) 기업인 ISFNET으로부터 장학금 2000만 원을 전달 받았다고 16일 밝혔다.이로써 이 기업이 지금까지 영진전문대에 전달한 장학금은 1억5000만 원으로 늘었다.도쿄에 본사를 둔 ISFNET는 일본 전역에서 클라우드·설루션·IT인프라 구축 사업을 하고 있다.한국과 중국, 싱가포르, 인도 등에도 지사를 두고 있다.이 기업은 2017년 일본 현지에서 근무 중인 영진전문대 졸업생의 역량에 주목하고 대구를 찾아 컴퓨터정보계열과 ‘국제연계 주문식교육 협약’을 맺었다.이후 영진전문대는 이듬해인 2018년 ‘일본 네트워크 주문반’을 개설해 기업형 인재 양성에 나섰다.2019년 17명을 시작으로 올해 2월 졸업자 12명까지 총 104명이 이 회사에 근무하고 있다.",https://www.sedaily.com/NewsView/2GRJN4K6IO,2025-04-16,"일본 IT 기업 ISFNET이 영진전문대에 장학금 2000만 원을 전달하여, 총 장학금은 1억5000만 원에 이르렀다. ISFNET은 클라우드, 솔루션, IT인프라 구축 사업을 전개하며 도쿄를 본사로 한 일본 기업으로, 한국, 중국, 싱가포르, 인도 등에도 지사를 운영하고 있다. 2017년부터 협력을 시작한 이후 영진전문대 졸업생을 채용하며, 2018년부터는 '일본 네트워크 주문반'을 개설하여 총 104명의 졸업생이 이 회사에서 근무하고 있다."
의료사고 발생 시 환자 변호사부터 만나야 하는 의사들?,"보건복지부, 30일까지 환자대변인 활동 변호사 모집 의료개혁 2차 실행 방안 포함, 5월부터 본격 시작 ⓒ의협신문 의료사고가 발생했을 때 의사가 분쟁 조정 단계에서부터 환자의 변호사를 먼저 만나야 하는 환자대변인 사업이 정부 주도로 추진된다. 의료개혁 2차 실행방안이 발표된 직후 가시화되는 모양새다. 보건복지부는 14일 '의료분쟁 조정 환자대변인 사업'을 본격 추진하고 오는 30일까지 환자대변인으로 활동할 전문가를 모집한다고 밝혔다. 의료개혁 2차 실행 방안 중 하나로 발표된 해당 사업은 의료분쟁 조정 과정에서 환자를 법적·의학적으로 조력하는 대변인을 지정해 조정 과정에 당사자의 실질적 참여를 보장하고, 조정을 보다 활성화한다는 명목으로 시행된다. 환자대변인으로는 의료사고 분야에 전문성과 경험이 있 변호사 중 50인 내외를 선발된다. 구체적으로는 의료 전문분야, 의료 관련 사건 수행 여부, 전직 조정중재원 감정·조정위원 등에서 3년 이상 경력자다. 환자대변인은 사망 또는 1개월 이상 의식불명 등의 중대한 의료사고 피해를 입은 당사자가 분쟁 조정 희망 시 감정과 조정의 전 단계에 걸쳐 전문적 조력을 제공하게 된다. 보건복지부는 이번 모집을 시작으로 환자대변인 위촉과 교육을 마친 5월부터 본격 서비스 제공에 나선다. 예산으로는 국비 3억원을 편성했다. 김국일 보건복지부 보건의료정책관은 ""환자대변인을 시작으로 의료분쟁 조정 전반을 혁신해 조정은 활성화하고, 소모적 소송은 최소화할 수 있도록 최선을 다하겠다""며 역량 있는 전문가의 참여와 관심을 요청했다. 그러면서 ""불가항력 사고에 대한 국가보상 강화, 공적 배상체계 구축 및 의료사고 특화 형사체계 마련 등 의료개혁 2차 실행방안을 차질없이 추진해 환자와 의료인 모두를 위한 의료사고 안전망을 마련해 가겠다""고 밝혔다. 대한의사협회는 환자대변인제도가 불필요한 법적 분쟁을 줄일 수 있다는 데 회의적인 입장을 표명, 의료인의 합리적인 의료행위를 위축시키고 방어진료를 부추기게 될 것이라는 입장이다. 저작권자 ? 의협신문 무단전재 및 재배포 금지",https://www.doctorsnews.co.kr/news/articleView.html?idxno=159101,2025-04-14,"보건복지부는 의료개혁 2차 실행 방안으로 환자대변인 사업을 추진하며, 환자의 변호사를 조정 과정에서 우선적으로 만나야 한다. 30일까지 변호사 모집을 진행하며, 5월부터 본격적으로 시작할 예정이다. 해당 사업은 의료분쟁 조정에서 환자를 법적·의학적으로 조력하는 대변인을 지정하여 참여를 촉진하고, 국비 3억원을 편성했다. 대한의사협회는 의료인의 합리적인 의료행위를 위축시키고 방어진료를 부추기게 될 우려를 표명했다."
의료사고 '환자 대변인' 다음 달 시행...변호사 50명 선발,"AD 의료사고가 발생했을 때 환자 편에서 분쟁 조정을 돕는 환자 대변인 서비스가 다음 달부터 제공됩니다. 보건복지부는 의료분쟁 조정을 조력하는 사업 시행을 앞두고 환자 대변인으로 활동할 전문가를 모집한다고 밝혔습니다. 환자 대변인은 사망이나 의식불명 등 중대 의료사고를 당한 피해자가 분쟁 조정을 희망할 경우 전문적인 조력을 제공합니다. 정부는 의료사고 분야 전문성과 경험을 가진 변호사 50명 안팎을 선발한 뒤 건별로 수당을 지급할 방침입니다. 복지부는 환자 대변인 위촉과 교육을 마친 뒤 5월부터 본격적으로 서비스를 제공할 예정입니다. YTN 권민석 (minseok20@ytn.co.kr) ※ '당신의 제보가 뉴스가 됩니다' [카카오톡] YTN 검색해 채널 추가 [전화] 02-398-8585 [메일] social@ytn.co.kr [저작권자(c) YTN 무단전재, 재배포 및 AI 데이터 활용 금지]",https://www.ytn.co.kr/_ln/0103_202504141023164641,2025-04-14,"의료사고로 인한 분쟁 조정을 돕는 환자 대변인 서비스가 다음 달부터 시작됩니다. 보건복지부는 환자 대변인으로 활동할 전문가를 모집하여, 중대 의료사고 피해자에게 전문적인 조력을 제공할 예정입니다. 정부는 의료사고 분야 전문성을 가진 변호사 50명을 선발하고, 건별로 수당을 제공할 계획이며, 5월부터 본격적인 서비스를 시작할 것입니다."
"政, ‘의료사고안전망’ 첫 과제 추진···환자 조력 변호사 모집","오는 30일까지 환자대변인 활동 전문가 모집 발표 의료사고 경험 변호인 50인 내외 선발···교육 거쳐 오는 5월 시행 분쟁 조정 희망 시 법률 상담과 자문, 자료 제출 및 쟁점 검토 등 조력 정부가 ‘의료개혁 2차 실행방안’의 과제들을 본격 추진하고 있는 가운데, 의료사고 발생 시 조정 과정에서 환자를 도울 전문가 모집에 나섰다. 선발 후 교육을 거쳐 오는 5월부터 사업을 시행한다는 방침이다. 보건복지부(장관 조규홍)는 ‘의료분쟁 조정 환자대변인 사업’ 관련, 환자대변인으로 활동할 전문가를 오는 30일(수)까지 모집한다고 지난 14일 밝혔다. 환자대변인은 의료사고 분야에 전문성과 경험을 가진 변호사 중 50인 내외를 선발하며, 활동 전 일정 시간의 교육 프로그램을 이수해야 한다. 이제 따라 정부는 오는 5월 본격적인 사업 시행을 목표로, 운영지침 마련과 교육 프로그램 개발 등 원활한 사업 추진을 위한 준비에 총력을 기울이고 있다. 더불어 사업 초기에는 환자대변인 운영 점검 자문단을 구성해 지원현황 및 만족도 등을 주기적으로 점검할 계획이다. ‘의료분쟁 조정 환자대변인 사업’은 의료개혁 2차 실행방안 중 ‘의료사고 안전망 구축’의 주요 과제로, 의료사고로 인한 분쟁 조정 시 환자를 법적·의학적으로 조력하는 대변인을 지원해 조정 과정에 당사자의 실질적 참여를 보장하고 조정을 보다 활성화하기 위한 사업이다. 환자대변인은 사망, 1개월 이상 의식불명 등의 중대한 의료사고에 대해 당사자가 분쟁 조정을 희망하는 경우, 감정과 조정의 전 단계에 걸쳐 전문적 조력을 제공하게 된다. 특히 법률 상담과 자문, 자료 제출 및 쟁점 검토 등을 돕는다. 정부는 환자가 의료인보다 전문성과 정보가 부족함에 따라 조정 과정에서 느끼는 어려움이 조정보다 소송을 선호하게 만드는 원인으로 작용한다고 보고 있다. 김국일 보건복지부 보건의료정책관은 “환자대변인을 시작으로 의료분쟁 조정 전반을 혁신해 조정은 활성화하고 소모적 소송은 최소화할 수 있도록 최선을 다하겠다”며 “더불어 불가항력 사고에 대한 국가보상 강화, 공적 배상체계 구축 및 의료사고 특화 형사체계 마련 등 의료개혁 2차 실행방안을 차질 없이 추진해 환자와 의료인 모두를 위한 의료사고 안전망을 마련해 가겠다”고 밝혔다. 저작권자 ? 의사신문 무단전재 및 재배포 금지",http://www.doctorstimes.com/news/articleView.html?idxno=232185,2025-04-15,"보건복지부는 '의료분쟁 조정 환자대변인 사업'을 통해 의료사고 발생 시 환자를 도울 전문가를 모집하고, 오는 5월부터 사업을 시행할 예정이다. 환자대변인은 의료사고 분야에 전문성과 경험을 가진 변호사 중 50명을 선발하며, 교육 프로그램을 이수해야 한다. 이 사업은 '의료개혁 2차 실행방안' 중의 하나로, 의료사고로 인한 분쟁 조정 시 환자를 법적·의학적으로 조력하는 대변인을 지원하여 조정 과정에 참여를 촉진하는 것이 목적이다."
"의료사고 때 환자 돕는 '대변인 서비스', 다음 달 도입","의료사고 발생 시 환자 편에서 분쟁 조정을 돕는 '환자 대변인' 서비스가 다음 달부터 제공됩니다. 보건복지부는 의료분쟁 조정을 법적·의학적으로 조력하는 사업의 시행을 앞두고, 환자 대변인으로 활동할 전문가를 오늘(14일)부터 모집한다고 밝혔습니다. 이번 사업은 의료사고 발생 시 분쟁 해결을 활성화하고, 조정 과정에서 당사자의 실질적인 참여를 보장하기 위한 것입니다. 이번에 신설되는 환자 대변인은 사망이나 1개월 이상 의식불명 등 중대한 의료사고를 당한 피해자가 분쟁 조정을 희망할 경우, 감정과 조정 모든 단계에 걸쳐서 전문적인 조력을 제공하게 됩니다.",https://news.sbs.co.kr/news/endPage.do?news_id=N1008061757,2025-04-14,보건복지부가 의료분쟁 조정을 돕기 위해 다음 달부터 '환자 대변인' 서비스를 시작합니다. 이 서비스는 중대한 의료사고 피해자를 돕기 위해 사망이나 의식불명 등 상황에서 전문적인 조력을 제공합니다. 이를 통해 분쟁 조정 과정에서 환자의 실질적인 참여를 보장하고 분쟁 해결을 촉진할 예정입니다. 지원자 모집은 오늘(14일)부터 시작됩니다.
‘의료분쟁 조정 환자대변인 사업’ 본격 추진,"정부가 ‘의료분쟁 조정 환자대변인 사업’을 본격 추진한다(사진=클립아트코리아). 보건복지부는 14일 ‘의료분쟁 조정 환자대변인 사업’을 본격 추진한다고 밝혔다. 의료분쟁 조정 환자대변인 사업은 의료사로로 인한 분쟁 조정 시 환자를 법적·의학적으로 조력하는 대변인을 지원해 조정과정에 당사자의 실질적인 참여를 보장한다. 복지부는 4월 14일부터 30일까지 17일간 환자대변인으로 활동할 전문가를 모집한다. 이번 사업은 의료개혁 2차 실행방안을 통해 발표한 ‘의료사고 안전망 구축’의 주요과제로 환자대변인을 통해 의료분쟁 조정의 신뢰도를 높이고 소송보다는 조정을 통한 분쟁해결을 활성화하기 위해 기획됐다. 환자대변인은 사망, 1개월 이상 의식불명 등의 중대한 의료사고 피해를 입은 당사자가 분쟁 조정을 희망하는 경우 감정과 조정의 전 단계에 걸쳐 전문적 조력을 제공한다. 법률 상담과 자문, 자료 제출 및 쟁점 검토 등을 돕는다. 환자대변인은 의료사고 분야에 전문성과 경험을 가진 변호사 중 50인 내외를 선발한다. 신청 서류에 기반한 자격요건 확인 등을 거쳐 위촉하며 대변인 활동 전 일정 시간의 교육 프로그램을 이수해야 한다. 정부는 이번 모집을 시작으로 환자대변인 위촉과 교육을 마친 5월부터 서비스를 제공하겠다는 계획이다. 환자대변인 참여를 희망하는 경우 한국의료분쟁조정중재원으로 신청서 및 증빙서류 등을 제출해야 한다. 자세한 사항은 한국의료분쟁조정중재원 및 대한변호사협회 취업정보센터 누리집(홈페이지)에서 확인할 수 있다. 보건복지부 김국일 보건의료정책관은“환자대변인을 시작으로 의료분쟁 조정 전반을 혁신해 조정은 활성화하고 소모적 소송은 최소화할 수 있도록 최선을 다하겠다”고 전했다. 저작권자 ? 헬스경향 무단전재 및 재배포 금지",https://www.k-health.com/news/articleView.html?idxno=80259,2025-04-14,"보건복지부가 '의료분쟁 조정 환자대변인 사업'을 본격 추진한다고 밝혔다. 이 사업은 의료분쟁 시 환자를 법적·의학적으로 조력하는 대변인을 지원하여 분쟁 조정에 참여를 보장한다. 전문가를 모집하여 환자대변인을 선발하고 교육을 받은 뒤 5월부터 서비스를 제공할 예정이며, 의료분쟁 조정의 신뢰도를 높이고 소송보다는 조정을 통한 분쟁해결을 촉진하는 것이 목표이다.환자대변인은 의료사고 피해자를 돕는 역할을 하며, 변호사 중 50인 내외를 선발하여 활동한다."
연합뉴스TV,브라우저가 video 태그를 지원하지 않습니다. 죄송하지만 다른 브라우저를 사용하여 주십시오. 닫기 정부가 의료사고가 발생했을 때 환자 편에서 분쟁 조정을 돕는 '환자 대변인'을 뽑습니다.보건복지부는 의료분쟁 조정을 법적·의학적으로 조력하는 사업의 시행을 앞두고 오늘(14일)부터 이달 30일까지 환자 대변인으로 활동할 변호사 50여명을 모집한다고 밝혔습니다.환자 대변인은 사망이나 1개월 이상 의식불명 등 중대한 의료사고를 당한 피해자가 분쟁 조정을 희망할 경우 전 단계에 걸쳐 전문적인 도움을 제공하게 됩니다.#환자대변인 #의료사고연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23문형민(moonbro@yna.co.kr),https://www.yonhapnewstv.co.kr/news/MYH20250414131134763,2025-04-14,보건복지부는 의료분쟁 조정을 돕는 '환자 대변인'을 뽑기로 했습니다. 이달 30일까지 변호사 50여명을 모집하여 사망이나 중대한 의료사고 피해자의 분쟁 조정을 지원할 예정입니다. 환자 대변인은 피해자가 분쟁 조정을 원할 경우 전문적인 도움을 제공합니다.
